StartOfMonth,Address_State,Scam___Contact_Mode,Complainant_Age,Complainant_Gender,Category_Level_3,Amount_lost,Number_of_reports
2025-10-01,Australian Capital Territory,Online,Unspecified,Male,Buying and selling scams,$767.77,4
2025-04-01,Australian Capital Territory,Online,Unspecified,Female,Buying and selling scams,$311.88,4
2025-10-01,Australian Capital Territory,Online,Unspecified,Female,Buying and selling scams,$0.00,3
2025-04-01,Australian Capital Territory,Online,Unspecified,X (Indeterminate/Intersex/Unspecified),Buying and selling scams,$0.00,1
2025-07-01,Australian Capital Territory,Online,Unspecified,X (Indeterminate/Intersex/Unspecified),Buying and selling scams,$0.00,1
2025-06-01,Australian Capital Territory,Online,Unspecified,Female,Buying and selling scams,$0.00,3
2025-08-01,Australian Capital Territory,Online,Unspecified,Female,Buying and selling scams,$833.94,7
2025-05-01,Australian Capital Territory,Online,Unspecified,Female,Buying and selling scams,$420.00,4
2025-05-01,Australian Capital Territory,Online,Unspecified,X (Indeterminate/Intersex/Unspecified),Buying and selling scams,$0.00,1
2025-08-01,Outside of Australia,Online,Unspecified,Male,Buying and selling scams,$13319.36,8
2025-07-01,Outside of Australia,Online,Unspecified,Male,Buying and selling scams,$486.03,12
2025-09-01,Outside of Australia,Online,Unspecified,Male,Buying and selling scams,$691.44,14
2025-10-01,Outside of Australia,Online,Unspecified,Male,Buying and selling scams,$403.00,9
2025-11-01,Outside of Australia,Online,Unspecified,Female,Buying and selling scams,$229.12,6
2025-06-01,Outside of Australia,Online,Unspecified,Male,Buying and selling scams,$210.00,3
2025-01-01,Outside of Australia,Online,Unspecified,Female,Buying and selling scams,$336.77,4
2025-11-01,Outside of Australia,Online,Unspecified,Male,Buying and selling scams,$50.00,3
2025-08-01,Outside of Australia,Online,Unspecified,Female,Buying and selling scams,$1196.30,9
2025-02-01,Outside of Australia,Online,Unspecified,Male,Buying and selling scams,$832.65,7
2025-03-01,Outside of Australia,Online,Unspecified,Female,Buying and selling scams,$4147.00,4
2025-05-01,Outside of Australia,Online,Unspecified,Male,Buying and selling scams,$0.00,3
2025-03-01,Outside of Australia,Online,Unspecified,Male,Buying and selling scams,$0.00,4
2025-09-01,Outside of Australia,Online,Unspecified,Female,Buying and selling scams,$592.35,7
2025-10-01,Outside of Australia,Online,Unspecified,X (Indeterminate/Intersex/Unspecified),Buying and selling scams,$170.00,2
2025-05-01,Outside of Australia,Online,Unspecified,X (Indeterminate/Intersex/Unspecified),Buying and selling scams,$0.00,1
2025-04-01,Outside of Australia,Online,Unspecified,Female,Buying and selling scams,$38.90,4
2025-06-01,Outside of Australia,Online,Unspecified,Female,Buying and selling scams,$25264.00,7
2025-04-01,Outside of Australia,Online,Unspecified,Male,Buying and selling scams,$1540.00,5
2025-05-01,Outside of Australia,Online,Unspecified,Female,Buying and selling scams,$14354.12,7
2025-02-01,Outside of Australia,Online,Unspecified,Female,Buying and selling scams,$298.15,7
2025-01-01,Outside of Australia,Online,Unspecified,Male,Buying and selling scams,$615.00,5
2025-07-01,Outside of Australia,Online,Unspecified,Female,Buying and selling scams,$997.04,7
2025-02-01,Outside of Australia,Online,Unspecified,X (Indeterminate/Intersex/Unspecified),Buying and selling scams,$0.00,2
2025-10-01,Outside of Australia,Online,Unspecified,Female,Buying and selling scams,$212.96,4
2025-01-01,South Australia,Online,Unspecified,Female,Buying and selling scams,$2140.92,15
2025-08-01,South Australia,Online,Unspecified,Female,Buying and selling scams,$10342.26,18
2025-10-01,South Australia,Online,Unspecified,Female,Buying and selling scams,$8706.21,10
2025-06-01,South Australia,Online,Unspecified,Female,Buying and selling scams,$1845.64,9
2025-11-01,South Australia,Online,Unspecified,Female,Buying and selling scams,$1684.98,14
2025-09-01,South Australia,Online,Unspecified,Female,Buying and selling scams,$1249.45,14
2025-02-01,South Australia,Online,Unspecified,Female,Buying and selling scams,$786.67,12
2025-04-01,South Australia,Online,Unspecified,Female,Buying and selling scams,$1401.29,14
2025-07-01,South Australia,Online,Unspecified,Female,Buying and selling scams,$1491.83,8
2025-07-01,South Australia,Online,Unspecified,X (Indeterminate/Intersex/Unspecified),Buying and selling scams,$0.00,2
2025-05-01,South Australia,Online,Unspecified,X (Indeterminate/Intersex/Unspecified),Buying and selling scams,$0.00,1
2025-06-01,South Australia,Online,Unspecified,X (Indeterminate/Intersex/Unspecified),Buying and selling scams,$0.00,1
2025-03-01,South Australia,Online,Unspecified,Female,Buying and selling scams,$8318.60,13
2025-02-01,South Australia,Online,Unspecified,X (Indeterminate/Intersex/Unspecified),Buying and selling scams,$0.00,1
2025-05-01,South Australia,Online,Unspecified,Female,Buying and selling scams,$27184.31,12
2025-04-01,South Australia,Online,Unspecified,Male,Buying and selling scams,$65.18,4
2025-02-01,South Australia,Online,Unspecified,Male,Buying and selling scams,$42014.00,11
2025-03-01,South Australia,Online,Unspecified,Male,Buying and selling scams,$2156.59,8
2025-01-01,South Australia,Online,Unspecified,Male,Buying and selling scams,$12062.24,12
2025-10-01,South Australia,Online,Unspecified,Male,Buying and selling scams,$85.53,7
2025-07-01,South Australia,Online,Unspecified,Male,Buying and selling scams,$1615.72,18
2025-08-01,South Australia,Online,Unspecified,Male,Buying and selling scams,$767.54,15
2025-09-01,South Australia,Online,Unspecified,Male,Buying and selling scams,$795.00,8
2025-06-01,South Australia,Online,Unspecified,Male,Buying and selling scams,$5585.83,12
2025-11-01,South Australia,Online,Unspecified,Male,Buying and selling scams,$844.04,6
2025-05-01,South Australia,Online,Unspecified,Male,Buying and selling scams,$2410.00,4
2025-01-01,Unspecified,Online,Unspecified,X (Indeterminate/Intersex/Unspecified),Buying and selling scams,$4604.26,114
2025-02-01,Unspecified,Online,Unspecified,X (Indeterminate/Intersex/Unspecified),Buying and selling scams,$2821.62,92
2025-03-01,Unspecified,Online,Unspecified,X (Indeterminate/Intersex/Unspecified),Buying and selling scams,$4370.92,111
2025-04-01,Unspecified,Online,Unspecified,X (Indeterminate/Intersex/Unspecified),Buying and selling scams,$5339.36,115
2025-05-01,Unspecified,Online,Unspecified,X (Indeterminate/Intersex/Unspecified),Buying and selling scams,$2247.52,115
2025-06-01,Unspecified,Online,Unspecified,X (Indeterminate/Intersex/Unspecified),Buying and selling scams,$5069.75,156
2025-07-01,Unspecified,Online,Unspecified,X (Indeterminate/Intersex/Unspecified),Buying and selling scams,$1929.88,75
2025-01-01,Unspecified,Phone call,Unspecified,X (Indeterminate/Intersex/Unspecified),Buying and selling scams,$0.00,29
2025-02-01,Unspecified,Phone call,Unspecified,X (Indeterminate/Intersex/Unspecified),Buying and selling scams,$620.00,48
2025-03-01,Unspecified,Phone call,Unspecified,X (Indeterminate/Intersex/Unspecified),Buying and selling scams,$43.00,53
2025-04-01,Unspecified,Phone call,Unspecified,X (Indeterminate/Intersex/Unspecified),Buying and selling scams,$35.00,26
2025-05-01,Unspecified,Phone call,Unspecified,X (Indeterminate/Intersex/Unspecified),Buying and selling scams,$0.00,45
2025-06-01,Unspecified,Phone call,Unspecified,X (Indeterminate/Intersex/Unspecified),Buying and selling scams,$0.00,30
2025-07-01,Unspecified,Phone call,Unspecified,X (Indeterminate/Intersex/Unspecified),Buying and selling scams,$0.00,31
2025-01-01,South Australia,Phone call,Unspecified,Female,Buying and selling scams,$0.00,4
2025-09-01,South Australia,Phone call,Unspecified,Female,Buying and selling scams,$0.00,3
2025-10-01,South Australia,Phone call,Unspecified,Male,Buying and selling scams,$1660.00,4
2025-11-01,South Australia,Phone call,Unspecified,Female,Buying and selling scams,$0.00,5
2025-06-01,South Australia,Phone call,Unspecified,Female,Buying and selling scams,$0.00,6
2025-04-01,South Australia,Phone call,Unspecified,X (Indeterminate/Intersex/Unspecified),Buying and selling scams,$0.00,1
2025-03-01,South Australia,Phone call,Unspecified,Female,Buying and selling scams,$0.00,5
2025-02-01,South Australia,Phone call,Unspecified,Male,Buying and selling scams,$0.00,4
2025-09-01,South Australia,Phone call,Unspecified,Male,Buying and selling scams,$0.00,3
2025-08-01,South Australia,Phone call,Unspecified,Female,Buying and selling scams,$0.00,5
2025-07-01,South Australia,Phone call,Unspecified,Male,Buying and selling scams,$0.00,5
2025-10-01,South Australia,Phone call,Unspecified,Female,Buying and selling scams,$0.00,5
2025-06-01,South Australia,Phone call,Unspecified,Male,Buying and selling scams,$3500.00,5
2025-04-01,South Australia,Phone call,Unspecified,Male,Buying and selling scams,$0.00,4
2025-08-01,South Australia,Phone call,Unspecified,Male,Buying and selling scams,$0.00,3
2025-02-01,South Australia,Phone call,Unspecified,Female,Buying and selling scams,$0.00,4
2025-11-01,South Australia,Phone call,Unspecified,Male,Buying and selling scams,$0.00,3
2025-04-01,South Australia,Phone call,Unspecified,Female,Buying and selling scams,$1100.00,3
2025-05-01,South Australia,Phone call,Unspecified,Male,Buying and selling scams,$0.00,1
2025-11-01,Tasmania,Phone call,Unspecified,Female,Buying and selling scams,$0.00,2
2025-11-01,Australian Capital Territory,Phone call,Unspecified,Female,Buying and selling scams,$0.00,1
2025-06-01,Northern Territory,Phone call,Unspecified,Male,Buying and selling scams,$0.00,1
2025-01-01,Northern Territory,Phone call,Unspecified,Female,Buying and selling scams,$0.00,1
2025-07-01,Australian Capital Territory,Phone call,Unspecified,Male,Buying and selling scams,$0.00,3
2025-05-01,Australian Capital Territory,Phone call,Unspecified,Female,Buying and selling scams,$0.00,5
2025-04-01,Tasmania,Phone call,Unspecified,Male,Buying and selling scams,$0.00,2
2025-02-01,Australian Capital Territory,Phone call,Unspecified,Male,Buying and selling scams,$0.00,3
2025-08-01,Tasmania,Phone call,Unspecified,Female,Buying and selling scams,$0.00,2
2025-08-01,Northern Territory,Phone call,Unspecified,Male,Buying and selling scams,$0.00,1
2025-02-01,Tasmania,Phone call,Unspecified,Male,Buying and selling scams,$0.00,1
2025-07-01,Tasmania,Phone call,Unspecified,Female,Buying and selling scams,$0.00,3
2025-11-01,Australian Capital Territory,Phone call,Unspecified,Male,Buying and selling scams,$0.00,1
2025-07-01,Northern Territory,Phone call,Unspecified,X (Indeterminate/Intersex/Unspecified),Buying and selling scams,$0.00,1
2025-05-01,Australian Capital Territory,Phone call,Unspecified,Male,Buying and selling scams,$0.00,2
2025-01-01,Tasmania,Phone call,Unspecified,Female,Buying and selling scams,$0.00,1
2025-07-01,Australian Capital Territory,Phone call,Unspecified,Female,Buying and selling scams,$0.00,3
2025-08-01,Tasmania,Phone call,Unspecified,Male,Buying and selling scams,$0.00,2
2025-04-01,Tasmania,Phone call,Unspecified,Female,Buying and selling scams,$0.00,3
2025-10-01,Australian Capital Territory,Phone call,Unspecified,Male,Buying and selling scams,$0.00,1
2025-11-01,Northern Territory,Phone call,Unspecified,Male,Buying and selling scams,$0.00,1
2025-08-01,Australian Capital Territory,Phone call,Unspecified,Female,Buying and selling scams,$0.00,4
2025-10-01,Australian Capital Territory,Phone call,Unspecified,X (Indeterminate/Intersex/Unspecified),Buying and selling scams,$0.00,1
2025-06-01,Australian Capital Territory,Phone call,Unspecified,Male,Buying and selling scams,$2800.00,2
2025-04-01,Northern Territory,Phone call,Unspecified,Female,Buying and selling scams,$0.00,1
2025-02-01,Australian Capital Territory,Phone call,Unspecified,Female,Buying and selling scams,$0.00,2
2025-06-01,Australian Capital Territory,Phone call,Unspecified,Female,Buying and selling scams,$0.00,1
2025-01-01,Australian Capital Territory,Phone call,Unspecified,Female,Buying and selling scams,$0.00,3
2025-10-01,Northern Territory,Phone call,Unspecified,Female,Buying and selling scams,$0.00,1
2025-10-01,Tasmania,Phone call,Unspecified,Male,Buying and selling scams,$0.00,1
2025-03-01,Tasmania,Phone call,Unspecified,Female,Buying and selling scams,$0.00,3
2025-03-01,Australian Capital Territory,Phone call,Unspecified,Male,Buying and selling scams,$0.00,1
2025-04-01,Australian Capital Territory,Phone call,Unspecified,Female,Buying and selling scams,$0.00,2
2025-02-01,Tasmania,Phone call,Unspecified,Female,Buying and selling scams,$0.00,1
2025-03-01,Australian Capital Territory,Phone call,Unspecified,Female,Buying and selling scams,$0.00,2
2025-04-01,Australian Capital Territory,Phone call,Unspecified,Male,Buying and selling scams,$0.00,1
2025-05-01,Outside of Australia,Phone call,Unspecified,Female,Buying and selling scams,$0.00,1
2025-05-01,Northern Territory,Phone call,Unspecified,Female,Buying and selling scams,$0.00,2
2025-03-01,Northern Territory,Phone call,Unspecified,Male,Buying and selling scams,$0.00,1
2025-07-01,Outside of Australia,Phone call,Unspecified,Female,Buying and selling scams,$0.00,1
2025-05-01,Northern Territory,Phone call,Unspecified,Male,Buying and selling scams,$0.00,1
2025-10-01,Northern Territory,Phone call,Unspecified,Male,Buying and selling scams,$0.00,1
2025-05-01,Australian Capital Territory,Phone call,Unspecified,X (Indeterminate/Intersex/Unspecified),Buying and selling scams,$0.00,1
2025-10-01,Outside of Australia,Phone call,Unspecified,Male,Buying and selling scams,$0.00,1
2025-02-01,Northern Territory,Phone call,Unspecified,Male,Buying and selling scams,$0.00,1
2025-02-01,Australian Capital Territory,Phone call,Unspecified,X (Indeterminate/Intersex/Unspecified),Buying and selling scams,$0.00,2
2025-02-01,Northern Territory,Phone call,Unspecified,Female,Buying and selling scams,$0.00,1
2025-07-01,Northern Territory,Phone call,Unspecified,Male,Buying and selling scams,$0.00,1
2025-01-01,Northern Territory,Phone call,35 - 44,Female,Buying and selling scams,$0.00,1
2025-11-01,Tasmania,Phone call,18 - 24,Male,Buying and selling scams,$0.00,1
2025-06-01,Tasmania,Phone call,25 - 34,Female,Buying and selling scams,$0.00,1
2025-09-01,Tasmania,Phone call,45 - 54,Female,Buying and selling scams,$0.00,1
2025-03-01,Tasmania,Phone call,55 - 64,Female,Buying and selling scams,$0.00,1
2025-05-01,Outside of Australia,Phone call,25 - 34,Male,Buying and selling scams,$0.00,1
2025-03-01,Outside of Australia,Phone call,65 and over,Male,Buying and selling scams,$0.00,1
2025-02-01,Tasmania,Phone call,Under 18,Male,Buying and selling scams,$0.00,1
2025-08-01,Tasmania,Phone call,65 and over,Male,Buying and selling scams,$0.00,1
2025-11-01,Northern Territory,Phone call,65 and over,Female,Buying and selling scams,$0.00,1
2025-03-01,Tasmania,Phone call,45 - 54,Female,Buying and selling scams,$0.00,1
2025-04-01,Northern Territory,Phone call,65 and over,Male,Buying and selling scams,$0.00,1
2025-04-01,Northern Territory,Phone call,25 - 34,Male,Buying and selling scams,$0.00,1
2025-04-01,Tasmania,Phone call,65 and over,Female,Buying and selling scams,$0.00,2
2025-05-01,Tasmania,Phone call,45 - 54,Female,Buying and selling scams,$0.00,2
2025-03-01,Tasmania,Phone call,65 and over,Male,Buying and selling scams,$0.00,1
2025-05-01,Tasmania,Phone call,65 and over,Male,Buying and selling scams,$0.00,2
2025-08-01,Northern Territory,Phone call,Under 18,Male,Buying and selling scams,$0.00,1
2025-07-01,Outside of Australia,Phone call,65 and over,Female,Buying and selling scams,$0.00,2
2025-03-01,Northern Territory,Phone call,35 - 44,Female,Buying and selling scams,$0.00,2
2025-10-01,Northern Territory,Phone call,18 - 24,Male,Buying and selling scams,$0.00,1
2025-03-01,Tasmania,Phone call,65 and over,Female,Buying and selling scams,$0.00,2
2025-06-01,Northern Territory,Phone call,35 - 44,Female,Buying and selling scams,$0.00,1
2025-06-01,Northern Territory,Phone call,35 - 44,Male,Buying and selling scams,$0.00,1
2025-01-01,Northern Territory,Phone call,35 - 44,Male,Buying and selling scams,$0.00,1
2025-08-01,Northern Territory,Phone call,45 - 54,Male,Buying and selling scams,$0.00,1
2025-10-01,Northern Territory,Phone call,55 - 64,Female,Buying and selling scams,$0.00,2
2025-04-01,Tasmania,Phone call,25 - 34,Female,Buying and selling scams,$0.00,2
2025-04-01,Tasmania,Phone call,35 - 44,Male,Buying and selling scams,$1500.00,3
2025-04-01,Northern Territory,Phone call,35 - 44,Male,Buying and selling scams,$0.00,1
2025-05-01,Tasmania,Phone call,25 - 34,Female,Buying and selling scams,$0.00,2
2025-10-01,Outside of Australia,Phone call,25 - 34,Female,Buying and selling scams,$0.00,1
2025-03-01,Northern Territory,Phone call,65 and over,Male,Buying and selling scams,$0.00,1
2025-11-01,Outside of Australia,Phone call,45 - 54,Female,Buying and selling scams,$0.00,1
2025-02-01,Northern Territory,Phone call,18 - 24,Female,Buying and selling scams,$0.00,1
